Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ivica Zubac,LAC,3,51.9,21,8,14,.571,0,0,.000,5,6,.833,4,14,18,3,2,4,2,5,NBA 2021-2022 Preseason Players Statistic
Cody Zeller,POR,1,12.6,8,3,3,1.000,0,0,.000,2,2,1.000,2,5,7,0,0,0,2,2,NBA 2021-2022 Preseason Players Statistic
Omer Yurtseven,MIA,5,64.4,36,15,26,.577,2,4,.500,4,6,.667,18,15,33,5,3,2,8,12,NBA 2021-2022 Preseason Players Statistic
Trae Young,ATL,2,47.4,41,15,37,.405,6,17,.353,5,5,1.000,0,3,3,18,1,0,6,3,NBA 2021-2022 Preseason Players Statistic
Thaddeus Young,SAS,3,51.3,5,2,8,.250,1,2,.500,0,0,.000,7,13,20,8,5,0,6,3,NBA 2021-2022 Preseason Players Statistic
Moses Wright,LAC,4,39.6,15,7,13,.538,1,4,.250,0,4,.000,5,6,11,2,1,3,3,5,NBA 2021-2022 Preseason Players Statistic
Delon Wright,ATL,3,46.3,12,3,7,.429,0,2,.000,6,6,1.000,2,2,4,10,2,0,2,2,NBA 2021-2022 Preseason Players Statistic
McKinley Wright IV,MIN,3,22.6,5,1,7,.143,1,3,.333,2,5,.400,0,1,1,3,1,2,0,0,NBA 2021-2022 Preseason Players Statistic
Robert Woodard II,SAC,1,2.6,0,0,0,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,1,0,NBA 2021-2022 Preseason Players Statistic
Christian Wood,HOU,4,107.7,54,21,43,.488,3,12,.250,9,25,.360,5,36,41,8,1,3,10,11,NBA 2021-2022 Preseason Players Statistic
James Wiseman,GSW,1,0.6,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 2021-2022 Preseason Players Statistic
Justise Winslow,LAC,3,57.7,13,6,19,.316,1,5,.200,0,0,.000,2,12,14,9,0,1,6,4,NBA 2021-2022 Preseason Players Statistic
Dylan Windler,CLE,3,63.4,23,8,15,.533,5,10,.500,2,4,.500,3,8,11,6,2,1,2,3,NBA 2021-2022 Preseason Players Statistic
